Title,Album,Artist,Duration,Index
Sara,Tusk,Fleetwood Mac,380900,320
Satellite,Under The Table And Dreaming,Dave Matthews Band,290316,40
Satisfy My Soul,Legend,Bob Marley,271044,856
Save It for Later,Special Beat Service,The English Beat,213941,129
Save Me,Finally Woken,Jem,213000,1504
Saved by Zero,Reach the Beach,The Fixx,220844,1125
Sax And Violins,Until the End of the World,Talking Heads,317044,13
Say It (Over and Over Again),Ballads,John Coltrane Quartet,258113,740
Say It Ain&#39;t So,Weezer,Weezer,257660,17
Say It Isn&#39;t So (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,257000,2155
Say You Love Me,Fleetwood Mac,Fleetwood Mac,249054,27
Scarecrow Blues,Chewing Lessons de España,Barefoot Gravediggers,175604,2250
Scarecrow People,Oranges &amp; Lemons,XTC,251498,1719
Sci-Clone,Devious Methods,Hive,216086,1641
Sci-Fi Wasabi,Stereotype A,Cibo Matto,223000,1964
Screenwriter&#39;s Blues,Ruby Vroom,Soul Coughing,308869,852
Se Hacen Amigos,Rara,Juana Molina,225056,992
Sea People,Love In The Time Of Science,Emiliana Torrini,73892,308
Searching With My Good Eye Closed,Badmotorfinger,Soundgarden,391180,664
Seas Of Cheese,Sailing The Seas Of Cheese,Primus,42588,1394
Season Cycle,Skylarking,XTC,200538,96
Seasons,Singles,Chris Cornell,346190,256
Second Song,Nine Types Of Light,TV On The Radio,260000,2373
Seconds (Remastered 2008),War,U2,191000,2531
Seconds,War,U2,191319,942
Secret Journey,Ghost In The Machine,The Police,213705,1858
See You,The Colour And The Shape,Foo Fighters,146676,628
Seether,American Thighs,Veruca Salt,196000,2215
Send Me On My Way,When I Woke,Rusted Root,263364,1206
Senses Working Overtime,English Settlement,XTC,290000,2362
Senses Working Overtime,Upsy Daisy Assortment,XTC,272870,1809
Sevastopol,The Chillout Lounge - Box Set,The Beaufort Scale,266786,1238
Seven Days In Sunny June,High Times: Singles 1992-2006,Jamiroquai,240376,629
Seven Months,Portishead,Portishead,256050,1374
Seven Nation Army (feat. Alice Russell),The Garden,Nostalgia 77,262000,2002
Seven Nation Army,Elephant,The White Stripes,230750,2077
Seven Years In Tibet,Earthling,David Bowie,381985,169
Sex (I&#39;m A),Music to Make Love to Your Old Lady By,Lovage,379973,1867
Sex Accordéon Et Alcool,Hawaï,Java,264810,1622
Sex Rap,Freaky Styley,Red Hot Chili Peppers,114348,1930
Sexual Revolution,The Id,Macy Gray,285019,592
Sexy Mexican Maid,Mother&#39;s Milk,Red Hot Chili Peppers,202020,333
Sexy Socialite,Over Your Shoulder,Chromeo,378000,2425
Sgt. Baker,Sailing The Seas Of Cheese,Primus,251368,265
Shadow Stabbing,Comfort Eagle,Cake,186446,156
Shadows In The Rain,Zenyatta Mondatta,The Police,300924,869
Shadows of Ourselves,The Mirror Conspiracy,Thievery Corporation,217780,908
Shadrach,Paul&#39;s Boutique,Beastie Boys,246610,1405
Shake It Up,Shake It Up,The Cars,212134,445
Shake Your Booty,Part 3,K.C. &amp; The Sunshine Band,186303,734
Shake Your Rump,Paul&#39;s Boutique,Beastie Boys,198640,1673
Shaking Through,Murmur,R.E.M.,270573,1783
Shambelle,Message In A Box,The Police,300591,2125
Shangrila,Lounge Orient,Enstrümantal,367000,1685
Sharp Dressed Man,Eliminator,ZZ Top,258036,1059
She Blinded Me With Science,The Golden Age Of Wireless,Thomas Dolby,221416,1195
She Bop,She&#39;s So Unusual,Cyndi Lauper,227812,2208
She Drives Me Crazy,The Raw And The Cooked,Fine Young Cannibals,215638,710
She Moves On,The Rhythm Of The Saints,Paul Simon,303514,1898
She&#39;s A Knockout,Social Distortion,Social Distortion,232200,766
She&#39;s An Angel,They Might Be Giants,They Might Be Giants,157412,1202
She&#39;s My Pusher,Vegas,The Crystal Method,340002,1220
She&#39;s The One,The Three E.P.&#39;s,The Beta Band,501337,355
Shed,The Id,Macy Gray,257956,897
Sheena Is A Punk Rocker,Loud Fast,The Ramones,169898,883
Ship Of Fools,Now And Zen,Robert Plant,300588,805
Shoehorn With Teeth,Lincoln,They Might Be Giants,73090,1307
Shoplifters Of The World Unite,Louder Than Bombs,The Smiths,178440,1270
Short Change Hero,The House That Dirt Built,The Heavy,322000,967
"Short Skirt, Long Jacket",Comfort Eagle,Cake,203216,73
Should I Stay or Should I Go,Combat Rock,The Clash,189000,1490
Shut Up and Let Me Go,We Started Nothing,The Ting Tings,171231,392
Sick Boys,Social Distortion,Social Distortion,198999,1127
Sick For Toys,Life&#39;s Too Good,Sugarcubes,193043,1319
Silverfuck,Siamese Dream,Smashing Pumpkins,522657,1826
Singapore,Rain Dogs,Tom Waits,164710,1165
Sins of the Father,Beyond Good &amp; Evil,Christophe Heral,229346,83
Sir Psycho Sexy,Blood Sugar Sex Magik,Red Hot Chili Peppers,494338,763
Sitting Still,Murmur,R.E.M.,198633,510
Siva (Remastered 2011),Gish,Smashing Pumpkins,259000,2252
Six Feet Under,Return Of Saturn,No Doubt,148478,626
Sixteen Saltines,Blunderbuss,Jack White,155000,2429
Sixty-five Thousand,The Innocents,Erasure,203805,513
Skeeter Gettin&#39; Medieval,Interstate &#39;76 Soundtrack,Bullmark,126932,819
Skin &amp; Bones,"Reading, Writing And Arithmetic",The Sundays,257512,1301
Skinny Sweaty Man,The Uplift Mofo Party Plan,Red Hot Chili Peppers,76622,1637
Skyscrapers,Of the Blue Colour of the Sky,Ok Go,276952,2212
Slaughterhouse Scramble,Beyond Good &amp; Evil,Christophe Heral,133692,88
Sledgehammer,So,Peter Gabriel,314652,2292
Sleep,The Chillout Lounge - Box Set,Amanaska,483783,1445
Sleeping Bag,Afterburner,ZZ Top,242361,417
Sleeping In The Devil&#39;s Bed,Until the End of the World,Daniel Lanois,228956,1124
Sliding (feat. Misirli Ahmet),Gran Riserva,dZihan &amp; Kamien,501000,2446
Slip Slidin&#39; Away,Negotiations and Love Songs,Paul Simon,284862,236
Slippery People,Speaking In Tongues,Talking Heads,212368,456
Smack My Bitch Up,The Fat Of The Land,Prodigy,342000,2424
Small,What Sound,Lamb,319800,1042
Smile On,World Clique,Deee-Lite,236990,1372
Smile,"Alright, Still",Lily Allen,196000,1263
Smoke In the Cockpit,The Acid Lounge,45 Dip,283000,1501
Snapshot,Atlas,Kinky,187296,650
Snowball In Hell,Lincoln,They Might Be Giants,151849,1331
Snowball in Hell,Lincoln,They Might Be Giants,151000,2542
So Easy,Melody A.M.,Röyksopp,248274,936
So Far Away,Social Distortion,Social Distortion,217023,1962
So Far I Have Not Found the Science,El Oso,Soul Coughing,173000,2459
So Far I Have Not Found the Science,El Oso,Soul Coughing,173477,771
So Flute,Tourist,St. Germain,507026,2056
So Lonely,Outlandos D&#39;Amour,The Police,289590,508
So What,Kind Of Blue,Miles Davis,543322,407
So What&#39;cha Want,Check Your Head,Beastie Boys,216086,81
Soak Up The F,Big Wet Kiss,Chucklehead,61776,95
Soap And Water,Songs In Red And Gray,Suzanne Vega,183404,1646
Soft Serve,Irresistable Bliss,Soul Coughing,192782,871
Softly,Fear of Fours,Lamb,236301,896
Sol Tapado (The Covered Sun),The Cosmic Game,Thievery Corporation,236496,1203
Sol,Kinky,Kinky,262522,1643
Soldier Jane,The Information,Beck,238966,55
Solitaire,Songs In Red And Gray,Suzanne Vega,130767,1145
Soma,Siamese Dream,Smashing Pumpkins,398262,602
Soma,Is This It,The Strokes,153859,128
Some Girls Are Bigger Than Others,The Queen Is Dead,The Smiths,197823,1328
Some Like It Hot (2005 Digital Remaster),The Power Station,The Power Station,304122,1855
Some Like It Hot (2005 Remaster),The Power Station,The Power Station,305000,1854
Somebody to Love,A Day At The Races,Queen,296539,1851
Someday,Is This It,The Strokes,183456,190
Someone To Talk To,Message In A Box,The Police,188107,1527
Something Against You,Surfer Rosa,Pixies,107380,235
Something Completely Different,Beyond Good &amp; Evil,Christophe Heral,111982,2020
Something For Your M.I.N.D.,Superorganism,Superorganism,165000,1991
Something Good Can Work,Tourist History,Two Door Cinema Club,164000,2191
Something Good Can Work,Winter,Two Door Cinema Club,162000,1411
Something&#39;s Got To Give,Check Your Head,Beastie Boys,208091,331
Song 2 (2012 Remaster),Blur,Blur,121000,1500
Song For Junior,Hello Nasty,Beastie Boys,229773,2216
Song For The Dumped (Live),Naked Baby Photos,Ben Folds Five,282000,2529
Song For The Dumped,Naked Baby Photos,Ben Folds Five,282148,191
Song for the Dumped,Whatever And Ever Amen,Ben Folds Five,219896,415
Songs In Red And Gray,Songs In Red And Gray,Suzanne Vega,258218,1891
Sonic,Some Friendly,The Charlatans,212000,2489
Sons &amp; Daughters,The Crane Wife,The Decemberists,313600,1906
Soothe Yourself,Fever In Fever Out,Luscious Jackson,254641,1204
Sorrie,Francis,Francis,243932,1629
Sorry Again,Simpatico,Velocity Girl,168350,1252
Soul Killing,Sounds From Nowheresville,The Ting Tings,196000,2345
Soul Sloshing,Big Beautiful Sky,Venus Hum,226767,2128
Soul Suckin&#39; Jerk,Mellow Gold,Beck,236000,2449
Soul for Sahib,Waltz For Koop,Koop,217000,2391
Soun Tha Mi Primer Amor,Kinky,Kinky,190112,1933
Soundtrack To Mary,Irresistable Bliss,Soul Coughing,186643,879
Sour Times,Dummy,Portishead,254012,636
South Side Of The Sky,Fragile,Yes,475904,2318
South Side of the Sky (2008 Remaster),Fragile,Yes,478000,2317
Space (I Believe In),Trompe Le Monde,Pixies,257452,703
Space Is Gonna Do Me Good,Teenager Of The Year,Frank Black,142064,507
Space Oddity,David Bowie,David Bowie,315744,162
Spaceboy (Remastered),Siamese Dream (Deluxe Edition),Smashing Pumpkins,267000,2452
Spaceboy,Siamese Dream,Smashing Pumpkins,267311,1717
Spaced,The Chillout Lounge - Box Set,Laura B,543582,1255
Spacehead,Lovely,The Primitives,131000,2405
Spanish Bombs,London Calling,Clash,200538,633
Sparks,Melody A.M.,Röyksopp,324272,974
Special Secret Song Inside,The Uplift Mofo Party Plan,Red Hot Chili Peppers,195390,438
Special,Version 2.0,Garbage,223634,364
Speed of Dark,The Colorist &amp; Emiliana Torrini,The Colorist &amp; Emiliana Torrini,327000,2142
Speedy Marie,Teenager Of The Year,Frank Black,214071,829
Spent,Short Bus,Filter,277992,335
Spiderwebs,The Singles 1992-2003,No Doubt,266707,246
Spin The Bottle,Become What You Are,The Juliana Hatfield Three,143000,2019
Spineless Funk,Interstate &#39;76 Soundtrack,Bullmark,185510,472
Spiral,Giant Steps,John Coltrane,362000,2465
Spiral,Giant Steps,John Coltrane Quartet,362863,676
Spirits In The Material World,Ghost In The Machine,The Police,179067,541
Spitfire,"Always Outnumbered, Never Outgunned",The Prodigy,307000,2164
Spooky,"Music From The Motion Picture Lock, Stock And Two Smoking Barrels",Dusty Springfield,155000,2053
Spoonman,Superunknown (Deluxe Edition),Soundgarden,246000,2472
Spoonman,Superunknown,Soundgarden,246933,240
St. Judy&#39;s Comet,Negotiations and Love Songs,Paul Simon,195910,1712
St. Louise Is Listening,El Oso,Soul Coughing,269058,1267
Stairway To Heaven,Rodrigo y Gabriela,Rodrigo Y Gabriela,284209,1292
Stairway to Heaven,Rodrigo y Gabriela,Rodrigo Y Gabriela,284000,2468
Stand On Your Own Head,Lincoln,They Might Be Giants,76251,1280
Stand Together (2009 Digital Remaster),Check Your Head (Deluxe Version),Beastie Boys,167000,2483
Stand Together,Check Your Head,Beastie Boys,166686,1510
Standing in the Shower... Thinking,Nothing&#39;s Shocking,Jane&#39;s Addiction,185182,1311
Star 69,Halfway Between The Gutter And The Stars,Fatboy Slim,343000,2461
Staring Problem,Return Of Saturn,No Doubt,163707,583
State Of Grace,The Chillout Lounge - Box Set,Chilled By Nature,326919,1645
State Of Love And Trust,Singles,Pearl Jam,223815,253
Stay Away,Nevermind,Nirvana,211459,311
Stay Home,Shrek Soundtrack,Self,207246,1951
Stay The Same,Black Sands,Bonobo (feat. Andreya Triana),283530,72
Steady As She Goes,Broken Boy Soldiers,The Raconteurs,215325,1279
Steady as She Goes,Broken Boy Soldiers,The Raconteurs,215000,2536
Stickshifts and Safetybelts,Fashion Nugget,Cake,128128,64
Stiff Jazz,Gran Riserva,dZihan &amp; Kamien,350000,2377
Stiff Jazz,Gran Riserva,dZihan &amp; Kamien,353436,2171
Stigmata,Land Of Rape and Honey,Ministry,343252,1090
Still Alive,Portal,Jonathan Coulton,175656,944
Still Take You Home,"Whatever People Say I Am, That&#39;s What I Am Not",Arctic Monkeys,174928,351
Stir It Up,Legend,Bob Marley,330785,118
Stockholm Syndrome,Absolution,Muse,297000,2137
Stomp To My Beat,DDR Max Soundtrack,JSI6,84396,2072
Stone Cold Bush,Mother&#39;s Milk,Red Hot Chili Peppers,185406,316
Stone Free,Radio One,Jimi Hendrix Experience,205114,512
Stonefruit,Wholeness &amp; Separation,Halou,200954,1763
Stop Draggin&#39; Around,Mama Said,Lenny Kravitz,158574,1157
Stop Running Away,Angel Milk,Telepopmusik,160576,1153
Stop!,Ritual De Lo Habitual,Jane&#39;s Addiction,254874,1325
Stopwatch Hearts (feat. Emily Haines),Rarities &amp; B-Sides,Delerium,251000,1531
Stopwatch Hearts,Chimera,Delerium,249652,139
Store Bought Bones,Broken Boy Soldiers,The Raconteurs,144456,1842
Stormy Weather,Konk,The Kooks,241000,1410
Story Of My Life,Social Distortion,Social Distortion,346354,778
Straight On,Dog &amp; Butterfly,Heart,305136,1397
Strange Meadow Lark,Time Out,Dave Brubeck Quartet,442301,1391
Strange,Document,R.E.M.,152620,1186
Stranger,The Presidents of The United States of America,The Presidents Of The United States Of America,184657,2381
Strangers On A Train,Music to Make Love to Your Old Lady By,Lovage,275574,1868
Strangers,Dummy,Portishead,237999,674
Strawberry Fields Forever,Magical Mystery Tour,The Beatles,249366,1364
Stray Cat Strut,Built For Speed,Stray Cats,198008,1345
Strict Machine,Black Cherry,Goldfrapp,231000,2370
Strobe Light,Wild Planet,The B-52&#39;s,240376,2273
Strobe Light,Wild Planet,The B-52&#39;s,239000,2272
Stroker Ace,Music to Make Love to Your Old Lady By,Lovage,268294,2124
Stumbleine,Mellon Collie And The Infinite Sadness: Twilight To Starlight,Smashing Pumpkins,173706,200
Stutter,Elastica,Elastica,142000,2393
Sub City,Time Waits,Bud Powell,275652,1584
Subbacultcha,Trompe Le Monde,Pixies,129984,651
Subterranean Homesick Alien,OK COMPUTER,Radiohead,267700,307
Subterranean Homesick Blues,The Uplift Mofo Party Plan,Red Hot Chili Peppers,153036,1183
Subway to Venus,Mother&#39;s Milk,Red Hot Chili Peppers,264160,278
Suck My Kiss,Blood Sugar Sex Magik,Red Hot Chili Peppers,216190,344
Suffocated Love,Maxinquaye,Tricky,293221,2332
Suffragette City,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,189644,1022
Suffragette City,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,David Bowie,206076,444
Sugar Free Jazz,Ruby Vroom,Soul Coughing,234133,539
Sugar Water,Viva! La Woman,Cibo Matto,268086,440
"Summer Kisses, Winter Tears",Until the End of the World,Julee Cruise,156312,1295
Summer Of Love &#39;98,Time Capsule: Songs For A Future Generation,The B-52&#39;s,273754,2262
Summer Sun,Waltz For Koop,Koop,227000,2389
Summer&#39;s Cauldron,Skylarking,XTC,198276,549
Summerbreeze,Love In The Time Of Science,Emiliana Torrini,227604,517
Summertime Rolls,Nothing&#39;s Shocking,Jane&#39;s Addiction,376502,621
Sunday Bloody Sunday (Remastered 2008),War (Deluxe Edition Remastered),U2,279000,2470
Sunday Bloody Sunday,War,U2,279455,912
Sunday Morning,Songs About Jane,Maroon 5,244000,1429
Sunday Morning,The Singles 1992-2003,No Doubt,271279,654
Super Bad,The 50th Anniversary Collection,James Brown,171522,2325
Super Bon Bon,Irresistable Bliss,Soul Coughing,211067,389
Super Disco Breakin&#39;,Hello Nasty,Beastie Boys,127346,130
Superabound,Teenager Of The Year,Frank Black,189904,817
Superfly,Superfly,Curtis Mayfield,233000,2110
Superfreak,Street Songs,Rick James,207723,581
Supermarket (Super Clemek Remix),Run Lola Run,Clemek Feat. Cle,326508,173
Supermarket,Run Lola Run,"Tykwer, Klimek &amp; Heil",279188,1046
Supermassive Black Hole,Black Holes And Revelations,Muse,212000,1343
Supernova,Whip-Smart,Liz Phair,168000,1605
Superunknown,Superunknown,Soundgarden,306936,1533
Supervixen,Garbage,Garbage,235807,305
Supra Genius,Ruby Vroom,Soul Coughing,239514,858
Sure Shot (Remastered 2009),Ill Communication (Deluxe Version) [Remastered],Beastie Boys,199000,2228
Sure Shot,Ill Communication,Beastie Boys,199575,2229
Sure Thing,Tourist,St. Germain,380692,1063
Surf Wax America,Weezer,Weezer,185692,264
Surgery in the Sky,The Colors In The Wheel,Venus Hum,219024,844
Surprise! You&#39;re Dead!,The Real Thing,Faith No More,146640,2198
Suspension Without Suspense,Return Of Saturn,No Doubt,250000,2521
Suzuki,Suzuki,Tosca,362830,168
Swamp Thing,Bible Of Dreams,Juno Reactor,315974,1223
Swamp,Speaking In Tongues,Talking Heads,313664,1593
Swan Swan H,Life&#39;s Rich Pageant,R.E.M.,170109,1377
Sweet Baby,The Id,Macy Gray,229353,12
Sweet Dreams (Are Made of This),Sweet Dreams (Are Made of This),Eurythmics,289515,502
Sweet Jane,The Trinity Session,Cowboy Junkies,214000,1903
Sweet Sixteen,Whiplash Smile,Billy Idol,257279,1082
Sweet Soul Revue,Made In USA,Pizzicato Five,317746,300
Sweet Sour,Sweet Sour,Band of Skulls,203000,1741
Sweet Sweet,Siamese Dream,Smashing Pumpkins,98690,1666
Sweet,What Sound,Lamb,232258,146
Syeeda&#39;s Song Flute,Giant Steps,John Coltrane Quartet,425635,1912
Sympathy For The Devil,Beggars Banquet,The Rolling Stones,377000,1349
Sympathy,Jane&#39;s Addiction,Jane&#39;s Addiction,325300,1070
"Symphonic Dances Op. 64: No. 4, Andante - Allegro molto e risoluto","Grieg, Edvard: The Masterpiece Collection",Edvard Grieg,103792,2016
Synchronicity I,Synchronicity,The Police,202670,322
Synchronicity II,Synchronicity,The Police,302068,469
Take 5 (Foc-Ing Version 9),Re-Foc,Rodrigo Y Gabriela,402168,7
Take A Chance On Me,The Album,ABBA,243955,1889
Take Another,Short Bus,Filter,261794,321
Take California,Decksandrumsandrockandroll,Propellerheads,439686,1747
Take Five,Time Out,Dave Brubeck Quartet,324636,1136
Take It Or Leave It,Is This It,The Strokes,196073,525
Take It To The Morning Light,DDR Max Soundtrack,Golden Gate,91780,738
Take Me Out,Franz Ferdinand,Franz Ferdinand,236002,343
Take On Me  ,Hunting High And Low,A-Ha,225108,2355
Take The Power Back,Rage Against The Machine,Rage Against The Machine,335634,1163
Take Your Time (Do It Right),S.O.S.,The S.O.S Band,460000,932
Talk About The Passion,Murmur,R.E.M.,204014,422
Talking In Your Sleep,What I Like About You (And Other Romantic Hits),The Romantics,234864,273
Tamacun,Rodrigo y Gabriela,Rodrigo Y Gabriela,205816,957
Tamacún,Rodrigo y Gabriela,Rodrigo Y Gabriela,205000,2513
Tame,Doolittle,Pixies,115695,1649
Tammy,Rochester Sessions,Francis,161408,2288
Tammy,Francis,Francis,155012,1511
Tangerine Speedo,Caviar,Caviar,219740,2043
Tank!,Cowboy Bebop Tank! The! Best!,Seatbelts,206258,1626
Taxman,Revolver,The Beatles,158340,1226
Tea In The Sahara (Live),Message In A Box,The Police,306076,813
Tea In The Sahara,Synchronicity,The Police,252694,661
Tears of a Clown,I Just Can&#39;t Stop It,The English Beat,157386,1474
Technologic (Radio Edit),Technologic,Daft Punk,166000,2281
"Ted, Just Admit It",Nothing&#39;s Shocking,Jane&#39;s Addiction,442409,774
Teen Titans Theme,Hi Hi Puffy AmiYumi,Puffy AmiYumi,186000,2430
Telepathy,Love In The Time Of Science,Emiliana Torrini,239018,767
"Television, Television",Oh No,Ok Go,158054,1976
Tell Her Tonight,Franz Ferdinand,Franz Ferdinand,136994,788
Telling Lies,Earthling,David Bowie,324480,851
Temple Bar,Re-Foc,Rodrigo Y Gabriela,266578,1777
Temptation Waits,Version 2.0,Garbage,276610,538
Tenderness,All The Rage,General Public,218000,2028
Tennis Court,Pure Heroine,Lorde,198000,2411
Territorial Pissings,Nevermind,Nirvana,142966,772
Thalassocracy,Teenager Of The Year,Frank Black,93334,657
Thank Heaven 4 You,Wikked Lil&#39; Grrrls,Esthero,270738,962
Thank You Boys,Nothing&#39;s Shocking,Jane&#39;s Addiction,64402,370
Thank You,No Angel,Dido,217833,1399
That Girl,Breath From Another,Esthero,280000,2520
That Girl,Breath From Another,Esthero,280866,222
That Green Jesus,On The Floor At The Boutique,Fatboy Slim,270010,2023
That&#39;s Not My Name,We Started Nothing,The Ting Tings,310593,2374
"That&#39;s Really Super, Supergirl",Skylarking,XTC,200148,363
That&#39;s What You Get,Riot!,Paramore,220000,1435
The 5th Exotic,The 5th Exotic,Quantic,247000,1525
The Air Near My Fingers,Elephant,The White Stripes,219336,1813
The All-Consumer,Simpatico,Velocity Girl,190944,1069
The Ballad of Peter Pumpkinhead,Upsy Daisy Assortment,XTC,302001,2300
The Beauty Of Gray,Mental Jewelry,Live,252000,2525
The Beauty Of Gray,Mental Jewelry,Live,252915,678
The Bed&#39;s Too Big Without You (Mono),Message In A Box,The Police,209920,536
The Bed&#39;s Too Big Without You,Regatta De Blanc,The Police,265114,612
The Best Of What&#39;s Around,Under The Table And Dreaming,Dave Matthews Band,255710,846
The Big Bad Wolf,The Glorious Dead,The Heavy,200000,1342
The Blue Nun,Check Your Head,Beastie Boys,32058,503
The Brothers Cup,Freaky Styley,Red Hot Chili Peppers,206856,1433
The Brouhaha,To The 5 Boroughs,Beastie Boys,133093,482
The Candy Man,Viva! La Woman,Cibo Matto,190684,1188
The Caterpillar,Staring At The Sea: The Singles,The Cure,219258,67
The Coast,The Rhythm Of The Saints,Paul Simon,304846,816
The Con,The Con,Tegan And Sara,209000,2358
The Crow,Kaleidoscope,DJ Food,373000,1231
The Crunge,Houses Of The Holy,Led Zeppelin,197719,483
The Dark Of The Matinée,Franz Ferdinand,Franz Ferdinand,242398,789
The Day I Tried To Live,Superunknown,Soundgarden,320127,741
The Distance,Fashion Nugget,Cake,179616,350
The Electric Version,Electric Version,The New Pornographers,173008,1754
The Fall,Rochester Sessions,Number Nine,251186,2333
The Fear,"It&#39;s Not Me, It&#39;s You",Lily Allen,207000,2360
The Fish (Schindleria Praematurus) [2008 Remaster],Fragile,Yes,162000,1806
The Fish [Schindleria Praematurus],Fragile,Yes,161434,1807
The Flowers Of Guatemala,Life&#39;s Rich Pageant,R.E.M.,236956,1746
The Fly,Achtung Baby,U2,269000,2551
The Fly,Achtung Baby,U2,269058,127
The Fonz,Fush Yu Mang,Smash Mouth,218348,1827
The Fool On The Hill,Magical Mystery Tour,The Beatles,179322,620
The Garden,The Garden,Cut Chemist,375000,2394
The Girl And The Robot,Junior,Röyksopp,267722,1836
The Girl Got Hot,Raditude,Weezer,194000,1479
The Girl and the Robot,Junior,Röyksopp,268000,1835
The Girl&#39;s Insane,The Januaries,The Januaries,248872,1879
The Globe,Planet Bad Greatest Hits,Big Audio Dynamite,226000,1715
The Grasshopper Unit (Keep Moving),Hello Nasty,Beastie Boys,180466,624
The Guns of Brixton,London Calling,Clash,192468,946
The Hand That Feeds,With Teeth,Nine Inch Nails,211694,669
The Hardest Button To Button,Elephant,The White Stripes,211302,383
The Heart&#39;s a Lonely Hunter,The Cosmic Game,Thievery Corporation,243850,247
The Hong Kong Triad,The Mirror Conspiracy,Thievery Corporation,181836,611
The Hop (feat. Bajka),Berlin Serengeti,Radio Citizen,214000,2397
The Horse,The Best Of Booker T. &amp; the MG,Booker T. &amp; the MGs,165594,410
The Hostess With The Mostest,Teenager Of The Year,Frank Black,116376,762
The Joker,The Joker,Steve Miller Band,264000,2194
The Joker,Palookaville,Fatboy Slim,321000,1999
The Keeper,Black Sands,Bonobo (feat. Andreya Triana),288964,360
The Key,Suzuki,Tosca,420071,1053
The Kids Don&#39;t Stand A Chance,Vampire Weekend,Vampire Weekend,241930,1147
The Killing Moon,Songs To Learn &amp; Sing,Echo &amp; The Bunnymen,350272,1285
The Last Thing You Should Do,Earthling,David Bowie,297688,1456
The Love Cats,Staring At The Sea: The Singles,The Cure,220447,413
The Loving,Oranges &amp; Lemons,XTC,250250,1015
The Man Who Sailed Around His Soul,Skylarking,XTC,203086,1437
The Meeting Place,Skylarking,XTC,193258,1168
The Metro,Pleasure Victim,Berlin,251000,1744
The Mindstraights,Slap Me Five,Five Fingers of Funk,181610,1954
The Modern Age,Is This It,The Strokes,208089,133
The Moon And The Prince,Katamari Fortissimo Damacy,Namco,330746,1083
The Moonbounce,Koop Islands,Koop,166000,2390
The Move,Hello Nasty,Beastie Boys,215849,237
The Navajo Know,Trompe Le Monde,Pixies,139178,721
The Negotiation Limerick File,Hello Nasty,Beastie Boys,166217,193
The Ocean,Houses Of The Holy,Led Zeppelin,271070,1317
The One I Love,Document,R.E.M.,197825,847
The Only One I Know,Some Friendly,The Charlatans UK,238130,1002
The Other Way of Stopping,Zenyatta Mondatta,The Police,202462,729
The Perfect Crime #2,The Crane Wife,The Decemberists,333087,1936
The Power Of Equality,Blood Sugar Sex Magik,Red Hot Chili Peppers,242450,1736
The Prawn Song,Superorganism,Superorganism,195000,1990
The Queen Is Dead (Take Me Back To Dear Old Blighty),The Queen Is Dead,The Smiths,387157,1037
The Rain Song,Houses Of The Holy,Led Zeppelin,459098,1148
The Ratio Of Freckles To Stars,Wholeness &amp; Separation,Halou,321438,1551
The Real Thing,The Real Thing,Faith No More,491400,1296
The Reflex,Seven And The Ragged Tiger,Duran Duran,266000,2506
The Reflex,Seven and the Ragged Tiger,Duran Duran,267439,1291
The Right Profile,London Calling,Clash,234629,905
The Rockafeller Skank,On The Floor At The Boutique,Fatboy Slim,363246,1923
The Scoop,Ill Communication,Beastie Boys,215928,1260
The Snow,Ego War,Audio Bullys,277000,2507
The Snow,Ego War,Audio Bullys,277707,988
The Song Remains The Same,Houses Of The Holy,Led Zeppelin,329113,1040
The Summer Wind,Half The Perfect World,Madeleine Peyroux,234107,121
The Supreme Illusion,The Cosmic Game,Thievery Corporation,250224,2042
The T&#39;aint,Interstate &#39;76 Soundtrack,Bullmark,144638,172
The Time We Lost Our Way,The Cosmic Game,Thievery Corporation,251713,1198
The Trick Is To Keep Breathing,Version 2.0,Garbage,252186,1351
The Truth (feat. Roisin &amp; J-Live),So...How&#39;s Your Girl?,Handsome Boy Modeling School,337000,1567
The View From The Afternoon,"Whatever People Say I Am, That&#39;s What I Am Not",Arctic Monkeys,219180,84
The Wagon,Green Mind,Dinosaur Jr,294763,720
The Walk,Staring At The Sea: The Singles,The Cure,211617,1261
The Wanton Song,Led Zeppelin [Box Set] Disc 4,Led Zeppelin,249806,2076
The Wheel,Shooting Rubberbands at the Stars,Edie Brickell &amp; New Bohemians,234864,1890
The Winner Is (from Little Miss Sunshine),Fox Searchlight Pictures: 20th Anniversary Album,DeVotchKa,185000,1421
The Winner,Tweekend,The Crystal Method,310310,348
The World Has Turned And Left Me Here,Weezer,Weezer,258180,916
The World&#39;s Address,Lincoln,They Might Be Giants,144000,2474
The World&#39;s Address,Lincoln,They Might Be Giants,144117,1044
The World&#39;s Green Laughter,Good Stuff,The B-52&#39;s,243334,2261
The World&#39;s Made Up Of This &amp; That,On The Floor At The Boutique,Fatboy Slim,208416,1353
The Wrong Song,Segundo,Juana Molina,415324,2129
Theme for Kinetic Ritual,Kollected Works,Klark Kent,260676,470
Theme,Viva! La Woman,Cibo Matto,646620,1448
Then She Did...,Ritual De Lo Habitual,Jane&#39;s Addiction,498412,1032
There Goes My Gun,Doolittle,Pixies,109556,615
There&#39;s No Home For You Here,Elephant,The White Stripes,222638,1815
